food,caloric_value,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,nutrition_density,health_score,health_score_norm,health_level
taco with beef cheese lettuce,156,8.8,3.0,3.0,2.1,13.7,0.6,6.1,2.7,19.3,0.3,93.825,7.154,67.46486834116257,1
burrito with beans cheese beef,165,6.6,3.6,2.2,0.5,19.8,0.0,7.3,0.0,61.9,0.5,103.1,3.1259999999999994,67.26374508676062,1
egg mix,30,2.2,0.8,0.8,0.4,0.098,0.091,2.4,0.0,81.5,0.012,4.876,1.0028799999999998,67.15773495669958,1
falafel,57,3.0,0.4,1.7,0.7,5.4,0.0,2.3,0.0,0.0,0.081,10.763,2.6491899999999995,67.23993734621162,1
taco salad with chili con carne,193,8.8,4.0,3.0,1.0,17.7,0.0,11.6,0.0,3.5,0.6,205.9,9.358999999999998,67.57496684562042,1
wonton wrappers,93,0.5,0.022,0.033,0.2,18.5,0.0,3.1,0.6,2.9,0.2,38.815,5.775000000000001,67.39601308599367,1
hushpuppies,512,20.5,3.2,5.0,11.0,69.9,3.1,11.7,4.3,68.4,1.0,533.994,12.856,67.74957658262231,1
chicken pot pie,598,34.6,12.6,11.9,8.3,57.3,7.2,14.6,3.0,51.3,1.2,177.7,-12.225000000000001,66.49724978429681,1
general tsos chicken,1578,87.5,14.8,20.8,40.1,128.3,62.1,69.0,4.8,283.6,2.3,368.673,-43.55900000000001,64.93270260122073,1
burrito with beans cheese,379,11.2,4.3,2.3,4.1,57.8,3.2,13.6,7.8,9.3,1.0,324.946,20.897,68.15107412200811,1
vegetarian fillets,247,15.3,2.4,3.7,7.9,7.7,0.7,19.6,5.2,0.0,0.4,130.3,33.59600000000001,68.78515163135526,1
biscuit with egg sausage,505,33.6,10.4,16.2,4.8,34.1,1.5,18.0,0.3,260.8,1.1,171.757,1.1810000000000005,67.16662871888282,1
chicken chow mein,513,16.9,3.0,3.7,7.4,50.1,10.5,40.8,6.0,96.6,1.9,256.797,45.21499999999999,69.36530334260058,1
fruit burrito,231,9.5,4.6,3.4,1.1,35.0,0.0,2.5,0.0,3.7,0.2,64.3,-5.488999999999999,66.83358698430959,1
arroz con leche,369,9.3,4.8,2.6,1.1,63.0,38.6,8.1,1.3,20.2,0.3,310.0,-72.255,63.49987417313776,1
caramel custard flan,444,12.3,5.5,3.9,1.2,69.7,70.8,13.9,0.0,275.4,0.2,351.2,-134.506,60.39160115680823,1
gelatin dessert,167,0.0,0.0,0.0,0.0,38.3,36.4,3.3,0.0,0.0,0.2,49.792,-67.85199999999999,63.719721662991724,1
chocolate milk dessert,229,1.4,0.8,0.5,0.084,51.6,51.6,5.9,0.0,0.0,0.1,270.99,-95.951,62.31670221774838,1
chocolate mousse,338,24.0,13.7,7.5,1.3,24.1,22.2,6.2,0.9,210.0,0.081,200.4,-62.80081,63.97193411865274,1
dulce de leche,60,1.4,0.9,0.4,0.063,10.5,9.5,1.3,0.0,5.5,0.036,61.415,-18.90536,66.16369076151216,1
apple crisp,454,9.7,1.9,3.8,3.2,87.0,55.5,4.9,3.9,0.0,1.0,212.724,-99.66,62.13150704630428,1
spinach spaghetti cooked,182,0.9,0.1,0.1,0.4,36.6,0.0,6.4,0.0,0.0,0.061,87.4,9.399390000000002,67.57698357060686,1
corn pasta cooked,176,1.0,0.1,0.3,0.5,39.1,0.0,3.7,6.7,0.0,0.0,52.3,18.750000000000004,68.0438716326335,1
spaghetti with meat sauce,255,2.9,1.0,0.9,0.9,43.1,7.4,14.3,5.1,17.0,0.7,135.1,14.673000000000002,67.84030174479916,1
pasta with meatballs in tomato sauce,273,13.0,5.0,5.7,0.9,28.3,7.2,10.6,6.9,23.0,0.7,100.474,5.062999999999999,67.36046200428211,1
cheese tortellini,332,7.8,3.9,2.2,0.5,50.8,1.0,14.6,2.1,45.4,0.4,241.181,15.841999999999995,67.89867142811492,1
pasta with sliced franks in tomato sauce,227,6.0,2.5,2.5,1.0,32.0,8.0,11.0,4.0,22.7,0.7,216.154,3.266,67.27073546799605,1
lasagna,166,6.1,2.9,2.2,0.5,18.9,3.8,9.0,2.1,20.9,0.5,36.675,4.086,67.31167912951778,1
macaroni cheese,310,9.4,3.1,4.2,2.0,43.7,3.0,12.6,2.3,15.1,0.9,68.319,11.14,67.66389448119389,1
vegetable lasagna,316,13.7,5.5,3.3,2.6,32.2,5.8,15.6,4.3,31.8,1.0,410.066,9.072,67.5606365640878,1
spinach egg noodles cooked,211,2.5,0.6,0.8,0.6,38.8,1.1,8.1,3.7,52.8,0.068,85.297,15.621319999999999,67.88765259003611,1
cheese lasagna,316,13.0,5.1,3.8,2.5,33.6,10.3,15.9,4.1,31.6,0.7,381.08,0.9269999999999965,67.15394617006997,1
pasta with tomato sauce,176,1.8,0.4,0.3,0.5,35.1,10.1,5.6,2.3,15.1,1.0,45.091,-8.161000000000001,66.70017056530214,1
spinach pasta cooked,37,0.3,0.078,0.073,0.043,7.1,0.0,1.4,0.0,9.3,0.004,14.201,1.8509599999999997,67.20008068897198,1
vegetable chicken soup,166,4.8,1.4,2.2,1.0,21.1,3.4,12.3,1.0,16.9,0.075,72.737,10.680250000000001,67.64093856852969,1
bean ham soup,198,2.5,0.6,1.0,0.7,33.5,7.8,10.3,9.8,4.9,0.5,154.4,18.196000000000005,68.01620969545904,1
cream of chicken soup,227,14.5,4.3,5.2,2.7,18.0,1.4,6.0,0.0,20.2,1.8,76.9,-2.619999999999999,66.97683986834116,1
tomato soup canned,139,3.3,1.8,0.8,0.3,22.6,16.5,6.3,1.5,10.1,0.5,224.932,-24.256,65.89652637970153,1
egg drop soup,65,1.5,0.4,0.5,0.3,10.3,0.2,2.8,1.0,55.4,0.9,48.808,4.4369999999999985,67.32920501390088,1
scotch broth,197,6.4,2.7,1.9,1.3,23.0,0.0,12.1,3.0,11.9,2.1,84.4,18.61,68.03688125139807,1
cream of onion soup,268,12.8,3.6,5.1,3.5,31.7,11.1,6.7,1.2,36.6,1.9,139.473,-17.334999999999997,66.24210086920398,1
chicken broth dry,10,0.2,0.055,0.013,0.069,1.1,0.0,0.7,0.0,0.6,1.2,11.198,0.9219999999999998,67.1536965135973,1
vegetable soup with beef broth,162,3.8,0.9,1.1,1.6,26.3,4.0,6.0,3.2,2.5,1.3,80.5,5.562,67.38537772025693,1
chili with beans canned,287,14.1,6.0,6.0,0.9,30.5,3.0,14.6,11.3,43.5,1.3,204.0,26.052,68.4084699453552,1
beef noodle soup,168,6.2,2.3,2.5,1.0,17.9,5.2,9.6,1.5,10.0,1.6,68.232,2.2839999999999985,67.22170293675903,1
consomme dry,17,0.2,0.0,0.0,0.0,1.9,1.1,2.2,0.0,0.0,0.8,17.2,1.092,67.16218483366887,1
chicken mushroom soup,126,6.1,1.6,2.7,1.5,15.1,1.0,2.0,4.0,10.1,0.8,57.171,5.691,67.39181885725243,1
beef vegetable soup,120,2.9,1.0,0.7,0.9,15.4,3.1,8.0,3.0,17.5,0.8,84.9,9.617,67.5878491196114,1
black bean soup,234,3.4,0.9,1.2,1.1,39.6,6.4,12.4,17.5,0.0,2.5,167.3,38.975,69.053732064679,1
split pea soup with ham bacon,189,3.1,0.9,1.2,0.6,28.6,0.0,11.6,4.1,4.1,1.0,49.5,23.748999999999995,68.29347817403253,1
cream of mushroom soup,199,13.4,2.4,3.1,7.3,17.1,1.0,3.4,1.8,0.0,1.7,66.404,1.8829999999999996,67.201680487649,1
green pea soup,320,5.7,2.7,1.9,0.7,51.7,16.7,16.7,10.0,0.0,1.7,145.005,6.232999999999998,67.4188816188924,1
chicken broth soup,78,2.6,0.8,1.2,0.6,1.9,0.9,11.1,0.0,2.5,1.6,31.7,13.208999999999998,67.76720232959448,1
chicken mushroom chowder soup,431,23.7,6.2,4.5,9.4,38.3,0.0,16.2,7.5,32.3,1.8,99.1,26.558999999999997,68.43378511168632,1
chicken dumplings soup,235,13.4,3.2,6.1,3.2,14.7,1.4,13.6,1.2,80.5,1.8,80.269,12.776999999999996,67.74563201035376,1
chicken vegetable soup,148,5.6,1.7,2.5,1.2,17.0,3.0,7.1,1.7,16.9,1.7,68.983,4.463999999999999,67.3305531588534,1
turkey vegetable soup,72,3.0,0.9,1.3,0.7,8.6,2.6,3.1,0.5,2.4,0.9,33.0,-1.3829999999999998,67.03860487968555,1
wonton soup,71,0.6,0.1,0.2,0.2,11.7,0.8,4.6,0.4,8.9,0.9,30.692,5.801999999999999,67.39736123094622,1
beef stock,31,0.2,0.003,0.1,0.005,2.9,1.3,4.7,0.0,0.0,0.5,27.6,4.439000000000001,67.32930487648996,1
mushroom barley soup,186,5.5,1.1,2.4,1.7,29.3,0.0,4.6,0.0,0.0,1.7,71.1,4.682999999999999,67.3414881123574,1
gazpacho soup,70,0.4,0.008,0.059,0.1,6.6,2.2,10.7,0.7,0.0,1.1,67.5,13.022999999999996,67.75791510881028,1
beef mushroom soup,186,7.3,3.7,3.1,0.3,15.9,0.0,14.0,0.6,15.3,2.2,52.1,14.624999999999998,67.83790504266129,1
chicken rice soup,127,3.2,1.0,1.4,0.7,13.0,1.4,12.3,1.0,12.0,0.9,68.818,15.521000000000003,67.88264348256799,1
pepperpot soup,100,4.5,2.0,2.0,0.3,9.1,0.0,6.2,0.5,9.7,0.9,49.1,6.194,67.4169342984054,1
vegetable soup,149,4.0,0.6,1.7,1.5,24.6,7.9,4.3,1.3,0.0,1.3,82.2,-7.963000000000002,66.71005696162081,1
chili beef soup,308,6.7,3.3,2.7,0.2,49.6,13.4,13.4,6.6,26.3,2.1,77.607,-0.3840000000000032,67.08848624292973,1
chicken soup,174,6.5,1.9,2.9,1.3,16.9,2.1,12.4,1.5,29.4,0.9,64.716,13.297,67.77159628351389,1
bean with frankfurters soup,188,7.0,2.1,2.7,1.7,22.0,0.0,10.0,0.0,12.5,1.1,129.9,10.664000000000001,67.64012718499345,1
pea soup,161,2.8,1.4,1.0,0.4,25.6,8.3,8.3,4.9,0.0,0.015,76.26,2.8498499999999987,67.24995655977376,1
turkey soup,135,4.4,1.2,1.8,1.1,14.1,0.0,10.2,0.0,9.4,0.9,86.6,12.796999999999999,67.74663063624453,1
stockpot soup,201,7.8,1.7,2.0,3.5,23.1,0.0,9.8,0.0,7.7,2.1,90.5,11.202,67.66699022145528,1
hot sour soup,91,2.8,0.5,0.7,0.7,10.1,1.0,6.0,1.2,48.9,0.9,65.954,7.902,67.50221694947753,1
cheese soup,203,9.7,6.1,2.7,0.3,28.0,9.3,2.0,5.5,7.4,1.7,135.1,-16.891000000000002,66.26427036397916,1
cream of potato soup,186,4.7,2.4,1.1,0.8,32.2,3.6,3.8,3.3,2.5,1.5,88.202,0.2599999999999989,67.12064199661266,1
bean with bacon soup,106,2.1,1.0,0.9,0.2,16.4,0.6,5.5,9.0,2.7,0.9,91.1,23.014,68.25677867254657,1
fish stock,40,1.9,0.5,0.5,0.3,0.0,0.0,5.3,0.0,2.3,0.4,14.488,6.923,67.45333421212412,1
split pea soup with ham,381,8.9,3.5,3.6,1.3,56.2,0.0,20.7,4.6,16.2,1.7,141.2,33.071,68.75893770172242,1
beef broth soup,17,0.5,0.3,0.2,0.049,0.01,0.0,2.7,0.0,0.0,0.9,18.049,3.4410000000000007,67.27947344454032,1
lentil soup with ham,139,2.8,1.1,1.3,0.3,20.2,0.0,9.3,0.0,7.4,1.3,81.4,11.663,67.69000854823763,1
tomato soup,98,0.7,0.2,0.2,0.2,22.5,12.2,2.2,1.6,0.0,0.6,66.2,-18.305999999999997,66.19361758220688,1
fish broth,39,1.5,0.3,0.3,0.6,1.0,0.2,4.9,0.0,0.0,0.5,81.193,6.345000000000001,67.42447392388074,1
chili without beans canned,283,17.0,5.4,5.9,1.1,14.6,0.0,18.1,0.0,50.4,0.9,130.8,15.837000000000002,67.89842177164222,1
minestrone soup,167,5.0,1.1,1.4,2.2,22.6,3.7,8.6,2.0,2.5,1.3,111.1,7.261999999999998,67.47026092097273,1
clam chowder soup,154,4.4,0.8,0.8,2.6,24.5,6.8,4.4,3.0,5.0,1.8,95.69,-2.667999999999998,66.97444316620332,1
tomato vegetable soup,54,0.8,0.4,0.3,0.054,9.9,2.4,1.9,0.7,0.0,0.3,36.4,-1.3529999999999998,67.0401028185217,1
cream of rice coup,127,0.2,0.07,0.071,0.032,28.1,0.022,2.2,0.2,0.0,0.4,38.5,3.512,67.28301856645255,1
cream of celery soup,181,11.2,2.8,2.6,5.0,17.7,3.4,3.3,1.5,27.7,1.3,116.189,-4.74,66.87098552391909,1
chicken gravy,188,13.6,3.4,6.1,3.6,12.9,1.9,4.6,1.0,4.8,1.0,80.872,-1.7580000000000011,67.01988064423354,1
tomato rice soup,240,5.5,1.0,1.2,2.7,44.1,15.2,4.2,3.4,2.6,1.6,134.933,-19.341999999999995,66.14188876106478,1
vegetable beef soup,128,2.0,0.6,0.7,0.3,9.6,0.0,18.1,4.4,8.8,1.1,34.1,34.650999999999996,68.8378291470936,1
tomato beef noodle soup,281,8.6,3.2,3.5,1.4,42.3,0.0,8.9,3.0,7.5,1.8,100.1,12.857000000000001,67.74962651391685,1
oyster stew soup,118,7.7,5.0,1.8,0.3,8.2,0.0,4.2,0.0,27.1,1.8,72.8,-3.988999999999999,66.90848392611765,1
ramen noodle soup dry,371,13.3,6.4,5.6,1.2,53.9,1.3,8.9,2.0,0.0,1.7,106.5,1.9330000000000012,67.20417705237594,1
chicken noodle soup,145,4.7,1.2,1.6,1.0,18.4,0.0,7.2,2.7,24.2,2.1,33.513,13.537000000000003,67.78357979420318,1
chicken bouillon dry,11,0.6,0.1,0.2,0.2,0.7,0.7,0.7,0.0,0.5,1.0,9.502,-0.5650000000000001,67.07944867861822,1
cream of asparagus soup,174,8.2,2.1,1.9,3.7,21.5,1.8,4.6,1.0,10.1,1.7,100.43,0.9819999999999989,67.15669239126962,1
turkey noodle soup,139,4.0,1.1,1.6,1.0,17.3,1.0,7.8,1.5,10.1,1.6,55.582,10.383,67.62609649122807,1
cream of shrimp soup,181,10.4,6.5,3.0,0.4,16.5,0.0,5.6,0.5,32.8,1.7,69.41,-3.945000000000001,66.91068090307736,1
bean with pork soup,335,11.5,3.0,4.2,3.5,44.1,7.8,15.3,15.3,5.2,1.7,249.324,31.881000000000004,68.69951946122137,1
chicken broth,12,0.5,0.008,0.1,0.042,1.0,0.0,1.0,0.0,0.0,0.9,33.6,1.475,67.1813085194772,1
beef broth powder,8,0.3,0.2,0.1,0.04,0.6,0.6,0.6,0.0,0.4,0.9,3.739,-0.7130000000000001,67.0720588470265,1
split pea soup,180,2.3,0.8,0.9,0.4,29.9,12.8,9.7,4.8,5.1,0.4,91.6,-3.105000000000003,66.95262319048989,1
escarole soup,61,4.0,1.2,1.8,0.8,4.0,0.0,3.4,0.0,5.5,2.3,95.0,2.6219999999999994,67.2385797143131,1
chicken stock,86,2.9,0.8,1.4,0.5,8.5,3.8,6.0,0.0,7.2,0.3,25.696,-0.27499999999999974,67.09392875403445,1
tomato bisque soup,248,5.0,1.1,1.4,2.2,47.7,0.0,4.5,2.1,10.3,1.8,152.913,8.629,67.53851700060716,1
shark fin soup,99,4.3,1.1,1.3,0.7,8.2,0.0,6.9,0.0,4.3,1.1,43.2,8.096000000000004,67.51190362061803,1
onion soup,113,3.5,0.5,1.5,1.3,16.4,6.7,7.5,1.7,0.0,1.3,87.173,0.237,67.11949357683828,1
chicken gumbo soup,113,2.9,0.7,1.3,0.7,16.8,4.9,5.3,4.0,7.6,1.7,88.8,4.656999999999998,67.34018989869939,1
crab soup,95,0.8,0.2,0.2,0.3,12.5,0.0,10.4,2.4,41.5,0.6,120.3,19.579000000000004,68.08526467580609,1
tripe soup,148,5.2,2.1,2.2,0.6,8.1,0.0,17.2,0.0,118.0,0.8,75.9,20.412,68.12685744415684,1
little india little lunch,164,10.6,15.6,12.2,1.4,2.0,0.0,0.0,0.0,0.0,0.0,12.6,-31.2,65.54980347042469,1
original chicken sandwich chick fil a,125,5.1,11.6,7.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,5.1,-23.2,65.9492538267344,1
sausage mcmuffin mcdonalds,383,24.2,8.3,8.9,3.7,28.2,2.2,14.6,1.6,44.9,0.8,328.5,3.6429999999999945,67.28955956603714,1
sausage mcgriddles mcdonalds,421,24.0,7.3,10.2,3.5,42.2,15.2,11.4,1.4,32.4,1.0,166.0,-25.433999999999997,65.83770731473493,1
crispy chicken drumstick kentucky fried chicken,70,3.0,0.8,1.2,0.8,0.0,0.0,10.6,0.0,56.2,0.2,20.632,13.735999999999999,67.7935161218164,1
chicken crispy drumsticks kentucky fried chicken,156,10.1,2.2,3.4,3.6,4.5,0.0,11.8,0.0,62.1,0.4,41.248,12.675000000000002,67.74053901831081,1
biscuit kentucky fried chicken,185,9.1,2.2,6.1,0.6,22.1,1.7,3.8,0.8,0.5,0.5,68.5,-0.5100000000000013,67.08219489981785,1
english muffin mcdonalds,97,2.3,1.1,15.4,1.1,2.9,1.5,5.7,0.2,20.7,0.031,24.548,3.5426900000000012,67.28455095788196,1
french fries mcdonalds,378,18.1,2.7,8.6,5.5,49.8,0.2,4.0,4.6,0.0,0.2,77.129,9.397999999999998,67.57691416610744,1
hotdog,383,23.0,8.1,10.8,2.7,28.5,0.0,16.4,0.0,69.8,1.1,109.0,7.690999999999999,67.49168144632985,1
french fries burger king,207,9.2,1.6,2.4,4.4,28.6,0.4,2.4,2.1,0.0,0.2,42.635,3.798,67.29729891669064,1
original taco with beef cheese lettuce taco bell,158,8.8,3.0,3.0,2.1,13.7,0.6,6.1,2.7,19.3,0.3,93.8,7.154,67.46486834116257,1
hotdog with chili,296,13.4,4.9,6.6,1.2,31.3,0.0,13.5,0.0,51.3,0.5,83.6,9.931999999999999,67.60357747739111,1
chicken crispy wings kentucky fried chicken,148,10.1,2.1,3.3,3.8,5.1,0.0,9.2,0.0,47.1,0.3,40.161,9.125999999999998,67.5633328539929,1
egg white delight mcdonalds,250,16.0,4.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,-8.0,66.70820950372288,1
french toast sticks burger king,73,3.7,0.8,2.0,0.5,8.7,2.1,1.3,0.3,0.0,0.014,25.5,-3.25014,66.94537616240054,1
mcchicken mcdonalds,358,17.3,3.1,5.8,6.5,36.6,4.7,13.7,1.7,35.4,0.8,69.5,7.987999999999995,67.50651104080785,1
nachos supreme taco bell,480,26.6,7.8,13.7,2.8,45.0,0.0,14.8,8.0,37.1,0.8,241.0,22.221000000000004,68.21718315597738,1
crispy chicken wing kentucky fried chicken,104,5.3,1.1,1.7,1.8,1.3,0.0,12.6,0.0,64.2,0.3,32.851,16.055,67.90930679385167,1
chicken strips burger king,105,5.5,1.0,1.5,2.7,7.4,0.0,6.6,0.5,15.8,0.3,20.168,8.738999999999999,67.54400944300643,1
crispy chicken breast kentucky fried chicken,214,6.7,1.7,2.4,2.3,0.4,0.0,38.2,0.0,121.8,0.7,74.065,52.67500000000001,69.73779079985938,1
sausage biscuit mcdonalds,440,29.7,12.5,10.3,4.0,31.8,2.3,11.3,1.4,33.9,1.0,141.05,-10.198999999999996,66.59841058703225,1
sausage burrito mcdonalds,339,17.1,6.1,6.5,2.4,24.2,1.4,13.0,1.2,172.9,0.8,261.627,5.1629999999999985,67.36545513373599,1
onion rings fried,27,1.6,0.3,0.4,0.8,2.8,0.4,0.3,0.2,0.0,0.015,12.551,-0.55015,67.08019015834212,1
onion rings burger king,379,23.0,3.8,6.3,11.1,39.7,4.9,3.5,2.5,0.0,0.7,175.4,-7.157,66.75030158501902,1
turkey patty fried,79,5.0,1.3,2.1,1.3,4.4,0.053,3.9,0.1,21.0,0.2,17.934,3.132,67.26404467452785,1
hotcakes with syrup mcdonalds,601,17.8,1.8,1.9,4.6,101.8,45.5,9.0,2.0,19.9,0.6,259.4,-77.30499999999999,63.24772113571725,1
crispy chicken thigh kentucky fried chicken,163,9.1,2.5,3.8,2.1,0.0,0.0,20.4,0.0,107.4,0.5,49.591,24.520999999999997,68.33202513341642,1
corn dog,195,9.4,2.7,3.7,2.6,21.0,5.9,6.7,0.8,34.3,0.5,38.257,-5.898000000000001,66.81316508484326,1
chicken box mcdonalds,70,4.0,0.8,2.8,0.011,5.5,0.5,0.2,0.0,0.0,0.0,9.7,-2.3,66.99281788259356,1
potato wedges kentucky fried chicken,379,19.8,4.0,11.9,2.4,45.0,0.0,5.4,4.2,0.0,1.0,110.6,8.49,67.53157655066629,1
scrambled eggs mcdonalds,98,7.5,2.1,2.7,1.1,0.9,0.1,7.7,0.0,217.8,0.04,50.931,4.9716000000000005,67.35589828396128,1
egg mcmuffin mcdonalds,287,12.2,4.5,3.4,2.2,27.3,2.7,17.2,1.4,207.9,0.8,58.5,12.112999999999996,67.71247763078006,1
nachos taco bell,362,21.9,4.7,12.6,2.6,36.0,0.0,5.1,3.8,4.0,0.5,156.0,5.805,67.39751102482984,1
biscuit large mcdonalds,310,14.4,8.3,3.4,2.0,39.4,2.7,5.5,1.8,0.0,0.9,132.022,-10.159000000000002,66.6004078388138,1
crispy chicken strips kentucky fried chicken,129,7.2,1.4,2.0,3.2,6.4,0.0,9.5,0.7,24.0,0.4,35.9,12.606000000000002,67.73709375898763,1
hotcakes mcdonalds,113,2.9,0.6,0.6,1.5,19.0,4.4,3.0,0.7,6.4,0.2,68.2,-4.166,66.8996460869843,1
chicken crispy breast kentucky fried chicken,375,23.2,5.0,7.6,8.8,11.9,0.0,29.7,0.0,106.4,0.8,103.428,33.477999999999994,68.77925973859969,1
hotcakes sausage mcdonalds,776,34.9,7.3,9.0,6.5,102.4,45.7,15.5,2.1,50.2,0.9,292.7,-79.06099999999999,63.16004178250727,1
chicken mcnuggets mcdonalds,48,3.2,0.5,1.3,0.9,2.4,0.025,2.5,0.0,7.0,0.009,8.181,2.62991,67.23897467085291,1
chips chipotle,151,7.1,0.9,19.3,1.1,2.1,2.1,0.2,0.0,0.0,0.0,9.4,-5.7,66.82305148116193,1
biscuit mcdonalds,261,12.2,7.0,2.8,1.7,33.3,2.2,4.7,1.5,0.0,0.7,111.687,-8.357,66.69038403157256,1
rice bowl with chicken,36,0.4,0.01,0.1,0.1,6.4,1.2,1.6,0.2,4.5,0.064,13.178,0.3343600000000004,67.12435488767457,1
spaghetti with meatballs,200,8.2,2.9,3.3,1.1,22.9,5.8,8.7,5.4,14.0,0.6,45.656,6.304000000000002,67.42242674080467,1
meat ravioli canned,259,8.9,3.7,4.2,0.6,36.0,6.3,8.9,4.2,13.1,0.9,94.963,1.61,67.18804924423992,1
cheese ravioli canned,186,3.5,1.7,1.0,0.4,33.0,9.0,6.0,3.1,7.3,0.7,127.3,-6.280000000000001,66.79409133032948,1
premium crispy chicken ranch blt sandwich mcdonalds,586,22.9,4.7,9.1,7.8,59.8,13.3,35.3,3.4,72.0,1.2,219.1,23.017999999999994,68.25697839772474,1
steak sandwich,459,14.1,3.8,5.3,3.3,52.0,0.0,30.3,0.0,73.4,0.8,198.9,37.108,68.96051033777522,1
cheeseburger burger king,380,19.7,9.1,7.6,2.0,31.5,6.0,19.4,3.7,59.9,0.8,201.6,5.6930000000000005,67.3919187198415,1
cheeseburger mcdonalds,313,14.0,5.3,4.3,0.4,33.1,7.4,15.4,1.3,41.7,0.7,266.0,-0.12399999999999756,67.1014683795098,1
double cheeseburger,643,36.9,15.9,13.7,3.0,41.0,9.5,37.0,2.1,114.0,0.9,119.347,7.751000000000001,67.49467732400217,1
double hamburger,942,58.6,21.6,22.9,11.3,51.4,13.2,52.1,5.2,172.0,1.1,169.626,17.219000000000012,67.96742682069473,1
premium grilled chicken classic sandwich mcdonalds,366,8.6,1.7,2.3,4.1,44.6,10.0,28.3,2.8,68.0,0.8,167.718,23.962000000000007,68.30411353976928,1
big n tasty with cheese mcdonalds,573,36.0,10.8,10.7,7.1,39.7,9.5,27.2,3.2,91.4,1.0,339.7,5.675999999999995,67.39106988783435,1
premium grilled chicken club sandwich mcdonalds,493,18.0,6.4,5.6,4.8,44.3,6.4,38.3,2.7,102.6,1.0,328.1,36.214,68.91587176045762,1
quarter pounder mcdonalds,417,19.8,6.9,7.2,0.5,37.9,8.8,24.1,2.7,66.7,0.7,233.7,9.476000000000003,67.58080880708147,1
premium crispy chicken classic sandwich mcdonalds,524,20.0,3.2,7.3,8.5,58.6,12.4,27.8,3.2,59.8,1.0,196.9,16.291999999999998,67.92114051065732,1
veggie burger,124,4.4,1.0,1.2,1.4,10.0,0.7,11.0,3.4,3.5,0.4,128.9,19.861,68.099345300866,1
quarter pounder with cheese mcdonalds,513,28.3,11.2,9.2,0.9,39.7,9.8,29.0,2.8,93.5,1.2,392.2,6.153000000000002,67.41488711532931,1
beef sandwich steak raw,173,15.1,6.5,6.2,0.3,0.0,0.0,9.2,0.0,39.8,0.043,32.0,0.40156999999999893,67.12771076998051,1
cheeseburger,292,13.2,6.0,5.1,1.4,28.7,5.9,15.0,1.6,41.4,0.6,60.289,1.4799999999999986,67.1815581759499,1
premium grilled chicken ranch blt sandwich mcdonalds,412,10.9,3.0,3.8,3.4,44.3,10.5,33.7,2.8,76.8,1.0,181.4,28.372000000000003,68.52431054868502,1
double whopper with cheese burger king,1061,68.1,27.9,25.1,11.9,53.9,14.4,57.7,6.4,187.5,1.5,519.2,12.860000000000014,67.74977630780047,1
big mac mcdonalds,563,32.8,8.3,7.6,0.7,44.0,8.7,25.9,3.5,78.8,1.0,365.5,11.051999999999994,67.65950052727446,1
sandwich with cold cuts,833,39.3,13.9,14.5,7.5,79.9,12.4,41.1,4.7,105.6,2.2,166.871,17.372000000000014,67.97506630875915,1
filet o fish mcdonalds,378,19.6,3.8,5.4,8.0,35.4,4.9,15.1,1.9,42.9,0.6,235.3,8.614999999999998,67.53781796248363,1
hand breaded chicken tenders carls jr,57,2.9,0.6,2.9,5.5,0.2,0.0,0.0,0.0,0.0,0.0,3.1,-1.2,67.04774230658613,1
grilled chicken sandwich wendys,370,8.0,42.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-84.0,62.91343111878056,1
sandwich with roast beef,410,13.0,7.1,1.8,2.6,44.3,0.0,28.6,0.0,73.4,0.8,135.393,27.958000000000006,68.50363899274599,1
hamburger burger king,258,10.4,3.8,4.2,1.2,26.5,5.5,14.7,2.0,34.7,0.5,54.28,7.097999999999997,67.46207218866839,1
big n tasty mcdonalds,524,31.7,8.6,9.7,6.9,38.5,8.8,24.7,3.2,76.6,0.7,257.7,7.876999999999995,67.50096866711405,1
roast beef sandwich,364,15.3,5.1,5.9,2.6,33.1,5.7,22.6,1.9,44.7,1.0,73.951,15.643000000000004,67.88873510050172,1
roast beef sandwich with cheese,473,18.0,9.0,3.7,3.5,45.4,0.0,32.2,0.0,77.4,1.6,283.72,29.510000000000005,68.58113236187006,1
hamburger,255,9.9,3.5,3.7,1.3,28.7,5.8,12.9,1.7,28.1,0.5,53.859,3.8640000000000003,67.3005943821302,1
premium fish sandwich burger king,572,27.4,4.3,5.7,13.8,58.7,7.8,22.6,2.0,68.2,1.3,195.8,13.005000000000004,67.75701634550859,1
whopper burger king,790,48.4,18.3,16.0,12.0,52.8,13.0,35.4,3.2,113.8,1.4,405.8,-4.252000000000008,66.89535199565398,1
sandwich with tuna salad,584,28.0,5.3,13.4,7.3,55.4,0.0,29.7,0.0,48.6,1.3,193.569,33.451,68.77791159364715,1
original chicken sandwich burger king,569,29.2,5.4,7.4,14.4,52.2,6.0,24.2,4.8,61.7,1.3,205.9,22.469999999999995,68.22961604831752,1
double whopper burger king,942,58.6,21.6,22.9,11.3,51.4,13.2,52.1,5.2,172.0,1.1,309.4,17.219000000000012,67.96742682069473,1
