food,caloric_value,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,nutrition_density,health_score,health_score_norm,health_level
potato chips cheese,843,46.2,14.6,13.1,16.3,98.1,0.0,14.5,8.8,6.8,0.8,385.109,10.074000000000003,67.6106677212156,1
yuca cassava chips,9,0.4,0.1,0.1,0.1,1.2,0.006,0.054,0.002,0.0,0.041,2.621,-0.12741,67.10129811379542,1
tortilla chips low fat,117,1.6,0.2,0.5,0.8,22.6,0.2,3.1,1.5,0.0,0.1,74.368,6.848999999999999,67.44963929632824,1
ranch flavor tortilla chips,992,48.8,7.0,14.0,26.8,124.2,6.0,14.2,7.9,0.0,1.0,463.1,11.089999999999995,67.66139791646694,1
potato chips,161,10.4,3.3,3.0,3.7,15.9,0.007,2.1,1.4,0.0,0.021,46.8,-0.6642099999999997,67.07449499488705,1
tortilla chips,142,6.2,0.8,1.7,3.2,20.3,0.2,2.1,1.6,0.0,0.077,30.699,4.3492299999999995,67.32482254417921,1
sweet potato chips,149,9.1,0.8,2.6,3.4,15.9,2.5,0.8,2.5,0.0,0.05,45.4,-0.4004999999999999,67.08766237656985,1
nacho cheese tortilla chips,156,8.2,1.2,2.7,3.7,18.2,0.8,2.2,1.5,0.0,0.2,30.369,2.2980000000000014,67.22240197488256,1
vegetable chips,134,6.6,0.5,4.1,1.9,17.1,1.1,1.5,1.3,0.0,0.3,43.0,1.6469999999999996,67.18989670213786,1
taco flavor tortilla chips,1090,54.9,10.5,32.4,7.6,143.2,0.0,17.9,12.0,11.4,1.8,586.5,29.717999999999993,68.59151807113413,1
potato chips barbecue,970,64.2,15.9,12.9,32.4,104.5,14.0,15.2,8.7,0.0,1.3,362.5,-19.613000000000007,66.12835738024478,1
pita chips,137,4.6,0.4,3.3,0.6,20.5,1.4,3.5,1.1,0.0,0.3,29.893,3.8470000000000004,67.29974555012303,1
potato chips sour cream and onion,1051,67.1,17.6,12.1,34.5,102.0,0.0,16.0,10.3,13.9,1.1,415.171,9.25,67.5695243345157,1
adobo fresco,780,60.2,8.4,43.1,5.9,53.6,5.8,5.8,3.7,0.0,49.4,503.4,-12.793999999999999,66.46883887770427,1
chili pepper sauce red,3,0.089,0.073,0.096,0.071,0.6,0.4,0.1,0.1,0.0,0.003,6.755,-0.59603,67.07789931054869,1
creamy ranch sauce mcdonalds,132,14.7,2.2,3.1,8.0,1.0,1.0,0.3,0.0,5.9,0.2,24.274,-6.011,66.80752284856038,1
catsup,19,0.066,0.026,0.051,0.065,4.5,3.7,0.2,0.053,0.0,0.2,8.299,-7.048,66.75574409612373,1
chili pepper sauce green,3,0.032,0.048,0.037,0.016,0.8,0.4,0.1,0.3,0.0,0.03,12.206,-0.14630000000000004,67.10035491164157,1
red wine vinegar,3,0.0,0.0,0.0,0.0,0.011,0.0,0.055,0.0,0.0,0.092,1.221,0.08158,67.11173325504106,1
fish sauce,6,0.013,0.08,0.0,0.039,0.7,0.7,0.9,0.0,0.0,1.4,9.498,-0.2239999999999998,67.09647525005593,1
coleslaw dressing reduced fat,56,3.4,0.5,1.5,1.3,6.8,6.6,0.0,0.045,4.3,0.3,16.403,-14.155999999999999,66.40083245454255,1
sour dressing,21,2.0,1.6,0.2,0.035,0.6,0.6,0.4,0.0,0.6,0.094,16.853,-3.8069399999999995,66.91757441760139,1
guava sauce cooked,86,0.3,0.014,0.068,0.1,22.6,14.0,0.8,8.6,0.0,0.017,397.8,-9.628170000000003,66.62691286789378,1
pizza sauce,136,2.9,1.2,1.2,0.2,21.8,9.5,5.5,5.0,0.0,0.9,35.8,-3.159,66.94992690058479,1
sweetn sour sauce mcdonalds,48,0.3,0.075,0.091,0.1,11.0,10.0,0.2,0.0,0.0,0.2,13.7,-19.851999999999997,66.11642380085003,1
nance syrup,4,0.002,0.0,0.0,0.0,0.8,0.6,0.028,0.3,0.0,0.035,3.227,-0.5583499999999999,67.0797807217269,1
french dressing reduced fat,37,2.2,0.2,0.9,0.8,4.7,4.6,0.072,0.2,0.0,0.072,9.052,-9.09272,66.65364857955453,1
peppercorn dressing,76,8.2,1.4,2.0,4.4,0.5,0.3,0.2,0.0,6.6,0.1,11.946,-3.1669999999999994,66.9495274502285,1
sorghum syrup,61,0.0,0.0,0.0,0.0,15.7,15.7,0.0,0.0,0.0,0.096,48.0,-31.400959999999998,65.5397692774742,1
ranch dressing fat free,17,0.3,0.007,0.072,0.092,3.7,0.7,0.039,0.088,1.0,0.1,11.204,-1.1905,67.04821665388427,1
caesar dressing low calorie,17,0.7,0.1,0.2,0.4,2.8,2.4,0.028,0.053,0.3,0.2,7.293,-4.857,66.86514356245806,1
sweet sour dressing,2,0.0,0.0,0.0,0.0,0.6,0.6,0.082,0.0,0.0,0.065,2.587,-1.07765,67.05385140047295,1
mayonnaise imitation fat free,13,0.4,0.005,0.3,0.031,2.5,1.6,0.043,0.3,1.4,0.1,4.313,-2.5604999999999998,66.97981078036621,1
sofrito,488,37.5,0.0,0.0,0.0,11.2,0.0,26.4,3.5,0.0,2.4,163.7,46.57599999999999,69.43325983446778,1
turkey gravy instant,27,1.0,0.3,0.4,0.3,3.9,0.5,0.8,0.3,1.6,0.3,14.333,0.18100000000000027,67.11669742434411,1
teriyaki sauce,16,0.015,0.0,0.0,0.0,2.8,2.5,1.1,0.016,0.0,0.7,8.733,-3.3249999999999997,66.94163830569137,1
tomato sauce,59,0.7,0.1,0.1,0.3,13.0,8.7,2.9,3.7,0.0,0.083,20.864,-5.850829999999998,66.81552034400664,1
barbecue sauce kraft,28,0.053,0.013,0.095,0.005,6.5,5.2,0.1,0.032,0.0,0.2,14.388,-10.214,66.59766161761416,1
cranberry sauce sweetened,418,0.4,0.056,0.057,0.2,107.8,105.0,0.6,2.8,0.0,0.076,128.8,-203.61276,56.94101116863196,2
coleslaw dressing,62,5.3,0.8,1.4,2.9,3.8,3.2,0.1,0.024,4.2,0.1,11.62,-7.845,66.71594885437638,1
onion gravy dry,77,0.7,0.4,0.2,0.024,16.2,0.0,2.2,1.4,0.5,1.0,89.6,5.285,67.37154675166971,1
corn syrup light,62,0.09,0.0,0.0,0.0,16.9,16.9,0.0,0.0,0.0,0.065,19.806,-33.80065,65.4199496492826,1
bacon tomato dressing,49,5.3,0.8,1.3,2.9,0.3,0.3,0.3,0.04,0.6,0.1,7.942,-1.677,67.02392507909117,1
pancake syrup,53,0.075,0.025,0.094,0.042,13.9,8.4,0.0,0.0,0.0,0.064,15.031,-16.850640000000002,66.26628559102674,1
balsamic vinegar,14,0.0,0.0,0.0,0.0,2.7,2.4,0.041,0.0,0.0,0.071,7.129,-4.73921,66.87102496964178,1
ranch dressing reduced fat,29,1.9,0.2,0.4,0.6,3.2,0.6,0.2,0.2,2.4,0.2,11.727,-0.9259999999999999,67.06142348128975,1
barbecue sauce mcdonalds,46,0.3,0.09,0.069,0.1,10.3,9.6,0.4,0.4,0.0,0.3,14.6,-17.983,66.20974539034289,1
vinegar oil dressing,72,8.0,1.5,2.4,3.9,0.4,0.4,0.0,0.0,0.0,0.076,8.4,-3.80076,66.91788299300163,1
poppyseed dressing,66,5.5,1.0,1.4,2.9,4.0,3.9,0.2,0.03,2.5,0.1,19.612,-9.466,66.63501022592912,1
honey mustard dressing,70,6.1,0.8,1.7,3.4,3.5,2.4,0.1,0.057,4.4,0.019,11.752,-6.180189999999999,66.79907497283737,1
french dressing fat free,21,0.024,0.067,0.088,0.097,5.1,2.6,0.01,0.4,0.0,0.1,6.399,-4.5200000000000005,66.8819704087176,1
vinegar,3,0.0,0.0,0.0,0.0,0.089,0.063,0.0,0.0,0.0,0.024,1.02,-0.12624,67.10135653341003,1
spray dressing,13,0.9,0.1,0.0,0.0,1.3,1.1,0.07,0.075,0.0,0.012,2.931,-2.1451200000000004,67.0005512414917,1
honey mustard dressing fat free,25,0.2,0.031,0.1,0.056,5.8,2.7,0.2,0.2,0.2,0.2,10.426,-4.766,66.86968731026109,1
mushroom gravy,119,6.4,1.0,2.8,2.4,13.0,0.0,3.0,1.0,0.0,1.4,41.7,4.486,67.33165164733327,1
white sauce,368,26.6,7.1,11.1,7.2,22.9,11.0,9.6,0.5,17.5,0.9,357.7,-20.984,66.0599015754322,1
marinara pasta sauce,129,3.9,0.4,1.0,1.3,19.9,14.5,3.7,4.8,5.3,1.1,111.0,-14.714,66.37297079218996,1
tomato sauce with mushrooms,86,0.3,0.027,0.025,0.1,20.7,14.1,3.6,3.7,0.0,1.1,92.8,-15.464999999999998,66.33547238999138,1
pork gravy powder,25,0.6,0.3,0.3,0.007,4.3,1.7,0.6,0.2,0.7,0.4,15.363,-2.7110000000000003,66.97229612053815,1
beef gravy,123,5.5,2.7,2.2,0.2,11.2,0.5,8.7,0.9,7.0,1.5,41.982,8.364999999999998,67.52533513884894,1
green goddess dressing,64,6.5,0.9,1.4,3.5,1.1,1.0,0.3,0.094,6.0,0.1,13.2,-3.223,66.94673129773432,1
salsa con queso,358,23.8,6.2,6.9,9.1,27.9,4.9,7.9,1.8,22.5,2.0,307.813,-6.994999999999999,66.7583904547343,1
cocktail sauce,19,0.2,0.0,0.0,0.0,4.2,1.8,0.2,0.3,0.0,0.2,10.667,-2.702,66.97274550218899,1
worcestershire sauce,13,0.0,0.0,0.0,0.0,3.3,1.7,0.0,0.0,0.0,0.2,24.673,-3.4019999999999997,66.93779359601189,1
barbecue sauce,29,0.1,0.009,0.047,0.064,6.9,5.7,0.1,0.2,0.0,0.2,13.1,-10.870000000000001,66.56490668839677,1
tomato sauce with onions,103,0.5,0.007,0.047,0.2,24.4,0.0,3.8,4.4,0.0,1.3,108.2,14.473,67.83031548589142,1
brown gravy dry,22,0.6,0.2,0.3,0.061,3.6,0.0,0.6,0.1,0.2,0.3,13.021,0.6949999999999998,67.142362109737,1
blue cheese dressing light,14,0.4,0.1,0.2,0.1,2.1,0.6,0.3,0.0,1.6,0.2,13.835,-0.968,67.05932636691911,1
spanish tomato sauce,81,0.7,0.007,0.016,0.3,17.7,0.0,3.5,3.4,0.0,1.2,96.3,12.024000000000001,67.7080337455661,1
oyster sauce,9,0.066,0.016,0.02,0.044,2.0,0.0,0.2,0.024,0.0,0.5,8.095,0.31100000000000005,67.12318849263413,1
cheese sauce,30,2.2,1.2,0.7,0.2,0.8,0.033,1.5,0.071,5.7,0.002,51.263,-0.13101999999999986,67.10111786182213,1
hoisin sauce,35,0.5,0.036,0.2,0.3,7.1,4.4,0.5,0.4,0.5,0.3,13.882,-7.330000000000001,66.74166347106382,1
pickle relish,20,0.061,0.093,0.083,0.036,5.3,4.4,0.097,0.2,0.0,0.1,6.381,-8.4415,66.68616483718404,1
tomato sauce with herbs cheese,144,4.7,1.5,0.9,2.0,25.0,0.0,5.2,5.4,7.3,1.3,157.1,15.514000000000001,67.88229396350621,1
french dressing,73,7.2,0.9,1.3,3.4,2.5,2.6,0.1,0.0,0.0,0.1,14.3,-6.851,66.76558056114786,1
mayonnaise hellmanns,15,1.7,0.9,0.093,0.2,0.087,0.2,0.0,0.0,0.0,0.0,1.737,-2.2,66.99781101204742,1
canadian maple syrup,76,0.0,0.0,0.0,0.0,19.1,17.0,0.0,0.0,0.0,0.086,49.95,-34.00086,65.40995290480299,1
maple syrup,52,0.047,0.036,0.014,0.085,13.4,13.6,0.09,0.0,0.0,0.059,33.895,-27.137589999999996,65.75264486067172,1
barbecue sauce bulls eye,27,0.1,0.028,0.019,0.033,6.4,5.6,0.1,0.2,0.0,0.2,13.891,-10.707999999999998,66.57299555811204,1
ranch dressing,65,6.7,1.0,1.4,3.9,0.9,0.7,0.2,0.0,3.9,0.1,8.046,-3.1399999999999997,66.95087559518103,1
tomato ketchup mp,15,0.0,4.0,4.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,-8.0,66.70820950372288,1
mayonnaise light,36,3.3,0.5,0.8,1.9,1.4,0.5,0.032,0.0,2.4,0.1,4.966,-1.9769999999999999,67.00894569072955,1
mayonnaise dressing,103,11.7,1.6,2.7,6.8,0.066,0.093,0.0,0.0,0.0,0.081,12.917,-3.38681,66.93855205237594,1
malt syrup,67,0.0,0.0,0.0,0.0,15.0,15.0,1.3,0.0,0.0,0.05,29.3,-28.0505,65.70706208257437,1
gravy dry,86,2.0,0.7,0.8,0.4,14.5,0.0,3.3,0.0,1.0,1.4,59.4,3.526,67.28371760457611,1
cranberry orange relish,490,0.3,0.06,0.0,0.0,127.1,0.0,0.8,0.0,0.0,0.063,208.6,1.0793700000000002,67.16155420141885,1
caesar dressing,80,8.5,1.3,2.0,4.8,0.5,0.4,0.3,0.036,5.7,0.2,16.717,-2.937,66.9610116479724,1
italian dressing,35,3.1,0.4,0.8,1.6,1.8,1.6,0.032,0.0,0.0,0.1,5.108,-3.953,66.91028145272105,1
brown gravy instant,25,0.8,0.4,0.4,0.049,4.0,0.6,0.6,0.2,0.8,0.3,14.0,-0.7110000000000002,67.07215870961556,1
roquefort cheese dressing,15,1.1,0.4,0.3,0.4,0.4,0.4,0.8,0.0,0.2,0.1,15.875,-0.4029999999999999,67.0875375483335,1
blue cheese dressing,71,7.7,1.2,2.0,4.1,0.7,0.5,0.2,0.045,4.7,0.2,14.429,-3.0589999999999997,66.95492003003866,1
duck sauce,80,0.063,0.033,0.065,0.04,19.7,9.9,0.1,0.2,0.0,0.1,24.017,-19.317,66.14313704342824,1
au jus,38,0.5,0.2,0.2,0.048,5.9,0.0,2.8,0.0,0.0,1.1,22.4,3.7889999999999993,67.29684953503978,1
corn syrup dark,57,0.0,0.0,0.0,0.0,15.5,15.5,0.0,0.0,0.0,0.047,19.122,-31.00047,65.559766261624,1
buttermilk dressing light,30,1.9,0.2,0.4,0.6,3.2,0.6,0.2,0.2,2.4,0.2,11.699,-0.9259999999999999,67.06142348128975,1
cider vinegar,3,0.0,0.0,0.0,0.0,0.1,0.018,0.0,0.0,0.0,0.011,1.117,-0.036109999999999996,67.1058568409868,1
tartar sauce,32,2.5,0.5,0.5,1.4,2.0,0.6,0.2,0.078,1.1,0.1,9.096,-1.7559999999999996,67.0199805068226,1
pepper hot sauce,1,0.018,0.057,0.031,0.06,0.031,0.065,0.024,0.071,0.0,0.1,4.171,-0.06700000000000002,67.1043144632985,1
tomato chili sauce,6,0.095,0.076,0.097,0.064,1.2,0.6,0.2,0.4,0.0,0.083,4.085,-0.2528299999999999,67.09503573083437,1
turkey gravy dry,26,0.5,0.1,0.2,0.2,4.6,0.0,0.7,0.0,1.0,0.3,16.335,0.8369999999999999,67.1494523535615,1
salsa sauce,5,0.039,0.07,0.048,0.089,1.2,0.7,0.3,0.3,0.0,0.1,7.524,-0.4910000000000001,67.08314359441408,1
steak sauce,16,0.004,0.0,0.0,0.0,3.7,1.7,0.2,0.3,0.0,0.3,8.815,-2.503,66.98268182980219,1
molasses,58,0.068,0.052,0.021,0.068,14.9,14.9,0.0,0.0,0.0,0.007,56.848,-29.90407,65.61451093295625,1
italian dressing fat free,7,0.1,0.099,0.018,0.022,1.2,1.2,0.1,0.077,0.3,0.2,5.71,-2.299,66.9928678138881,1
plum sauce,35,0.2,0.094,0.007,0.1,8.1,0.0,0.2,0.1,0.0,0.1,11.246,0.311,67.12318849263413,1
chow mein stir fry master foods,26,0.2,5.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-11.0,66.55841562010674,1
beef gravy instant,25,0.6,0.3,0.2,0.08,4.1,1.6,0.7,0.3,0.7,0.3,15.598,-2.1600000000000006,66.99980826382897,1
horseradish,2,0.085,0.007,0.005,0.029,0.6,0.4,0.003,0.2,0.0,0.039,1.133,-0.40989000000000003,67.08719352171413,1
grenadine,54,0.0,0.0,0.0,0.0,13.4,9.3,0.0,0.0,0.0,0.038,14.63,-18.60038,66.17891880772058,1
tabasco sauce,1,0.002,0.051,0.086,0.089,0.006,0.067,0.045,0.013,0.0,0.075,1.054,-0.14325000000000002,67.10050720208991,1
sweet sour sauce,26,0.084,0.0,0.0,0.0,6.7,3.3,0.02,0.065,0.0,0.024,10.183,-6.440239999999999,66.78609033969259,1
salsa verde,6,0.1,0.0,0.0,0.0,1.0,0.5,0.2,0.3,0.0,0.034,4.826,-0.10033999999999998,67.10264975393858,1
miso,40,1.2,0.2,0.2,0.6,5.1,1.2,2.6,1.1,0.0,0.7,10.193,3.2930000000000006,67.27208361294858,1
sprouted soybean cooked,76,4.2,0.6,0.9,2.4,6.1,0.4,8.0,0.8,0.0,0.2,83.6,11.597999999999999,67.6867630140926,1
soy flour roasted,375,18.6,2.7,4.1,10.5,28.6,6.5,29.6,8.2,0.0,0.083,249.7,42.399170000000005,69.22470530549964,1
soy flour low fat,330,7.8,1.1,1.3,3.7,30.7,9.3,40.0,14.1,0.0,0.085,350.6,67.39914999999999,70.47298667034161,1
green soybean cooked,127,5.8,0.7,1.1,2.7,9.9,0.0,11.1,3.8,0.0,0.2,30.78,22.848000000000003,68.24849007765314,1
azumaya tofu vitasoy,316,16.6,2.0,4.7,9.9,9.1,1.6,32.8,2.4,0.0,0.03,777.0,46.79969999999999,69.44442946505609,1
soy proteins isolate,96,1.0,0.1,0.2,0.5,2.1,0.0,22.8,1.6,0.0,0.3,82.0,37.197,68.96495422298918,1
tofu yogurt,246,4.7,0.7,1.0,2.7,41.8,3.2,9.2,0.5,0.0,0.03,56.57,6.999699999999998,67.45716394241525,1
bacon meatless,446,42.5,6.7,10.2,22.2,9.1,0.0,15.4,3.7,0.0,2.1,107.3,17.079,67.9604364394593,1
meatless chicken fried,304,16.6,1.5,4.2,6.0,11.1,0.0,27.7,5.6,0.0,0.5,120.6,49.745,69.59149210686095,1
soymilk,109,4.8,0.5,1.0,2.9,8.4,6.1,7.1,1.0,0.0,0.1,22.2,-0.5510000000000007,67.08014771674176,1
soy vermicelli,463,0.1,0.092,0.005,0.093,115.2,24.4,0.1,5.5,0.0,0.032,200.4,-37.83432,65.21854328444061,1
tofu fried,35,2.6,0.4,0.6,1.5,1.2,0.4,2.4,0.5,0.0,0.021,6.832,2.99979,67.25744325807689,1
tempeh,320,17.9,3.7,5.0,6.4,15.6,0.0,30.8,0.0,0.0,0.068,253.1,38.79932,69.04496013485445,1
koyadofu,81,5.2,0.7,1.1,2.9,1.7,0.0,8.9,1.2,0.0,0.081,17.237,14.349190000000002,67.82413349231457,1
meatless meatloaf,110,5.0,0.8,1.2,2.6,4.5,0.7,11.8,2.6,0.0,0.3,41.3,19.897000000000002,68.1011428274694,1
soya vanille joghurt alpro,21,0.6,0.1,2.7,2.6,1.0,0.09,0.3,0.0,0.0,0.0,1.9,0.06999999999999995,67.11115505065031,1
soybean curd cheese,340,18.2,2.6,4.0,10.3,15.5,3.6,28.1,0.0,0.0,0.094,497.4,29.749060000000004,68.5930689371425,1
soy sauce,8,0.054,0.025,0.059,0.099,0.8,0.097,1.3,0.1,0.0,0.9,2.293,1.8970000000000005,67.20237952577254,1
soybean dry roasted,419,20.1,2.9,4.4,11.4,30.4,0.0,36.8,7.5,0.0,0.077,233.0,64.39922999999999,70.32319678122903,1
soybean oil,120,13.6,2.1,3.1,7.9,0.0,0.0,0.0,0.0,0.0,0.0,13.67,-4.2,66.89794842296999,1
meatless chicken,376,21.4,3.1,4.6,12.2,6.1,0.0,39.7,6.0,0.0,1.2,137.5,65.33800000000001,70.37007078260314,1
soybean cooked,296,15.4,2.2,3.4,8.7,17.1,5.2,28.6,10.3,0.0,0.075,72.517,48.69925000000001,69.5392764555971,1
soymilk nonfat,68,0.046,0.0,0.0,0.046,10.1,8.9,6.0,0.5,0.0,0.1,299.508,-7.801000000000001,66.71814583133609,1
soy flour,23,1.1,0.2,0.2,0.6,1.8,0.4,1.8,0.5,0.0,0.023,5.488,2.4997700000000003,67.23247661218164,1
soybean lecithin oil,104,13.6,2.0,1.5,6.2,0.0,0.0,0.0,0.0,0.0,0.0,13.6,-4.0,66.90793468187773,1
tofu raw,188,11.9,1.7,2.6,6.7,4.7,0.0,20.0,0.7,0.0,0.06,918.8,27.9994,68.50570614833988,1
soy chips,109,2.1,0.3,0.5,1.1,15.0,0.5,7.5,1.0,0.0,0.2,75.5,11.648,67.68925957881955,1
green soybean raw,376,17.4,2.0,3.3,8.2,28.3,0.0,33.2,10.8,0.0,0.017,677.3,67.39983000000001,70.47302062362189,1
soy proteins concentrate,93,0.1,0.04,0.092,0.099,7.2,0.0,18.0,1.6,0.0,0.3,132.7,30.117,68.61144065765507,1
soybean margarine,34,3.8,0.8,1.8,1.0,0.043,0.0,0.052,0.0,0.0,0.005,5.309,-1.5220500000000001,67.03166193317995,1
chocolate soymilk nonfat,107,0.046,0.0,0.0,0.012,20.7,8.9,6.0,0.5,0.0,0.1,310.107,-7.801000000000001,66.71814583133609,1
okara,93,2.1,0.2,0.4,0.9,15.3,0.0,3.9,0.0,0.0,0.07,21.6,5.449299999999999,67.37975046336243,1
meatless meatballs,284,13.0,2.1,3.2,6.7,11.5,1.8,30.2,6.6,0.0,0.8,100.4,50.69199999999999,69.63877704278913,1
vanilla soymilk,131,4.3,0.5,1.0,2.3,15.3,9.7,7.9,1.5,0.0,0.1,91.4,-5.5509999999999975,66.83049124404819,1
soy meal raw,414,2.9,0.3,0.5,1.3,49.0,0.0,54.8,0.0,0.0,0.017,421.1,81.59983,71.18204500607165,1
soymilk low fat,104,1.5,0.0,0.5,1.0,17.5,8.5,4.0,1.9,0.0,0.04,225.3,-7.200399999999999,66.74813456683604,1
sprouted soybean raw,85,4.7,0.7,1.1,2.6,6.7,0.0,9.2,0.8,0.0,0.005,21.8,13.999949999999998,67.80669548700988,1
soybean raw,830,37.1,5.4,8.2,20.9,56.1,13.6,67.9,17.3,0.0,0.023,734.0,98.44977000000002,72.02338432317131,1
tempeh cooked,55,3.2,1.0,1.1,0.7,2.6,0.0,5.1,0.0,0.0,0.084,38.7,5.649159999999999,67.38972973188892,1
vanilla soymilk light,83,2.1,0.2,0.6,1.4,9.4,1.0,6.4,1.5,0.0,0.2,319.4,10.198,67.61685920173841,1
chocolate soymilk,153,3.7,0.6,0.9,2.0,24.2,19.1,5.5,1.0,0.0,0.1,35.156,-29.151000000000003,65.65211269293452,1
soy oil,120,13.6,3.4,8.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,13.6,-6.8,66.76812705716934,1
natto,169,8.8,1.3,1.9,5.0,11.5,3.9,14.2,4.3,0.0,0.026,39.429,19.499739999999996,68.08130712140095,1
chrysanthemum raw,12,0.3,0.0,0.0,0.0,1.5,0.0,1.7,1.5,0.0,0.012,5.285,5.54988,67.38477255296712,1
gourd cooked,100,0.6,0.035,0.1,0.3,25.5,9.2,1.2,5.2,0.0,0.065,32.903,-6.27065,66.7945581879334,1
cauliflower raw,3,0.081,0.094,0.061,0.07,0.6,0.2,0.2,0.3,0.0,0.042,1.337,0.31158,67.12321745278497,1
red cabbage raw,53,0.3,0.002,0.028,0.1,12.5,6.5,2.4,3.6,0.0,0.079,193.6,-2.204789999999999,66.99757184114658,1
broccoli raab raw,9,0.2,0.047,0.027,0.097,1.1,0.2,1.3,1.1,0.0,0.04,3.861,3.6556000000000006,67.29018870034832,1
napa cabbage cooked,13,0.2,0.0,0.0,0.0,2.4,0.0,1.2,0.0,0.0,0.012,39.7,1.79988,67.19753019844694,1
kelp,2,0.067,0.037,0.064,0.044,0.5,0.069,0.07,0.018,0.0,0.019,9.303,-0.07118999999999999,67.10410525117439,1
shallots raw,18,0.061,0.041,0.015,0.074,4.2,2.0,0.6,0.8,0.0,0.044,5.833,-1.58244,67.02864658230276,1
bamboo shoots raw,49,0.5,0.1,0.054,0.2,9.4,5.4,4.7,4.0,0.0,0.067,19.3,4.049329999999999,67.30984814894705,1
jute cooked,32,0.2,0.004,0.022,0.022,6.3,0.9,3.2,1.7,0.0,0.043,226.4,6.3915700000000015,67.42679922426741,1
red lettuce,4,0.08,0.036,0.056,0.024,0.6,0.1,0.4,0.3,0.0,0.057,1.595,0.9274300000000003,67.15396764052663,1
broccoli cooked,98,1.1,0.2,0.1,0.5,20.1,3.9,6.7,9.2,0.0,0.1,38.3,20.249,68.11871864314703,1
romanesco raw,20,0.2,0.038,0.085,0.006,3.9,1.9,1.9,2.0,0.0,0.025,86.0,2.97375,67.2561430471671,1
eggplant raw,115,0.8,0.2,0.047,0.3,26.9,16.2,4.5,13.7,0.0,0.028,98.3,1.34972,67.17505312689738,1
leeks raw,54,0.3,0.049,0.076,0.1,12.6,3.5,1.3,1.6,0.0,0.003,16.132,-1.9480299999999997,67.01039220033235,1
lemongrass citronella,5,0.076,0.067,0.091,0.082,1.2,0.0,0.038,0.0,0.0,0.024,4.937,-0.07724000000000002,67.10380316684243,1
pumpkin cooked,49,0.2,0.019,0.1,0.085,12.0,5.1,1.8,2.7,0.0,0.006,17.005,-2.1380599999999976,67.00090375643116,1
celery cooked,7,0.098,0.064,0.018,0.024,1.5,0.9,0.3,0.6,0.0,0.093,20.767,-0.2789300000000001,67.09373252404691,1
serrano pepper,2,0.075,0.072,0.002,0.028,0.4,0.2,0.1,0.2,0.0,0.067,0.902,0.005330000000000033,67.10792599383248,1
nopales raw,14,0.063,0.018,0.039,0.044,2.9,1.0,1.1,1.9,0.0,0.076,155.484,3.41324,67.27808735180393,1
sweet potato leaves cooked,22,0.2,0.099,0.008,0.006,4.7,3.5,1.4,1.2,0.0,0.2,30.0,-2.6999999999999997,66.97284536477807,1
eggplant cooked,33,0.2,0.049,0.056,0.09,8.1,3.2,0.8,2.5,0.0,0.2,19.0,-0.30000000000000016,67.09268047167099,1
asparagus cooked,3,0.074,0.004,0.0,0.063,0.6,0.2,0.4,0.3,0.0,0.0,1.458,0.7920000000000001,67.14720544530725,1
rutabaga cooked,72,0.4,0.007,0.037,0.2,16.4,9.5,2.2,4.3,0.0,0.049,112.0,-7.11449,66.75242416434986,1
parsnips raw,128,0.5,0.1,0.2,0.023,30.6,8.2,2.0,8.3,0.0,0.068,41.83,2.9993200000000027,67.25741979036844,1
sour pickles,17,0.3,0.079,0.018,0.1,3.5,1.6,0.5,1.9,0.0,1.9,8.4,1.1729999999999998,67.16622926852651,1
turnip greens cooked,29,0.3,0.091,0.065,0.1,6.3,0.8,1.6,5.0,0.0,0.4,251.2,10.614,67.63763062026652,1
jerusalem artichokes,110,0.047,0.0,0.065,0.036,26.2,14.4,3.0,2.4,0.0,0.011,63.742,-19.50011,66.13399412408526,1
collard raw,12,0.2,0.026,0.049,0.075,2.0,0.2,1.1,1.4,0.0,0.014,5.001,3.9978599999999997,67.30727818521714,1
chrysanthemum cooked,20,0.036,0.0,0.0,0.0,4.3,2.0,1.6,2.3,0.0,0.042,8.597,2.99958,67.25743277250503,1
oriental radish dried,314,0.8,0.3,0.1,0.4,73.5,43.3,9.2,27.7,0.0,0.3,848.6,-18.002999999999993,66.20874676445212,1
tomatillos,42,1.3,0.2,0.2,0.6,7.7,5.2,1.3,2.5,0.0,0.019,38.2,-3.85019,66.91541488911258,1
taro shoots raw,9,0.069,0.016,0.071,0.042,2.0,0.0,0.8,0.0,0.0,0.056,31.723,1.1674400000000003,67.16595165052887,1
acorn squash raw,172,0.4,0.091,0.086,0.2,44.9,0.0,3.4,6.5,0.0,0.017,247.8,17.917830000000002,68.00232030725722,1
leeks dried,10,0.026,0.08,0.055,0.031,2.4,0.0,0.5,0.3,0.0,0.077,18.709,1.1892300000000002,67.16703965343686,1
cabbage raw,70,0.3,0.054,0.066,0.021,16.2,9.0,3.6,7.0,0.0,0.006,27.635,1.2919399999999985,67.17216809669895,1
sweet red peppers cooked,19,0.1,0.012,0.094,0.087,4.5,3.2,0.7,0.9,0.0,0.2,137.9,-3.5760000000000005,66.92910555076215,1
